video_id,url,title,license,relevant,renamed_title,clip_start,clip_end
KV1XSxkNCl4,https://youtu.be/KV1XSxkNCl4,"ALASKA&#39;S INSIDE PASSAGE (Part 1/6) - WHALE WATCHING in AUKE BAY, JUNEAU",creativeCommon,True,video_0214.mp4,1:40,1:55
C3i2TOcx1Vc,https://youtu.be/C3i2TOcx1Vc,whale jumps right next to the boat,creativeCommon,True,video_0216.mp4,0:00,0:09
sUURQmZAiTg,https://youtu.be/sUURQmZAiTg,Mama Humpback and her calf came close to the boat!,creativeCommon,True,video_0217.mp4,0:38,0:53
TI6ghGAckME,https://youtu.be/TI6ghGAckME,How Whales and Dolphins control Buoyancy? | WHALEZONE.TV S2E2,creativeCommon,False,video_0218.mp4,,
QUvxggkowAI,https://youtu.be/QUvxggkowAI,"2 Women swallowed by a whale in Avila beach , California!",creativeCommon,True,video_0219.mp4,0:25,0:40
PBBU4IxkIsI,https://youtu.be/PBBU4IxkIsI,Your Earth Is Blue: Happy Halloween!,creativeCommon,False,video_0220.mp4,,
B_eCM5oybBQ,https://youtu.be/B_eCM5oybBQ,Birth of a Killer Whale at SeaWorld®,creativeCommon,False,video_0221.mp4,,
_GnB7uKLRYQ,https://youtu.be/_GnB7uKLRYQ,South for Summer,creativeCommon,True,video_0222.mp4,0:40,0:55
XMxalUuhNCQ,https://youtu.be/XMxalUuhNCQ,Grey Whale shows tail 2 times - Baja California - Thore Noernberg Whale Watching,creativeCommon,False,video_0223.mp4,,
HS9OIBifQVw,https://youtu.be/HS9OIBifQVw,The Sound of Sperm Whales | WHALEZONE.TV,creativeCommon,False,video_0224.mp4,,
_M9CMI5EjcQ,https://youtu.be/_M9CMI5EjcQ,Humpback Whale Painting by David Munroe,creativeCommon,False,video_0225.mp4,,
yrl8AqRP1pE,https://youtu.be/yrl8AqRP1pE,Kauai Whales HD,creativeCommon,True,video_0226.mp4,0:55,1:10
k0ixy1LVCVA,https://youtu.be/k0ixy1LVCVA,Whale Blows Water Sound Effect | Humpback Sea Whale Blowing Water Sounds | Royalty Free,creativeCommon,False,video_0227.mp4,,
3S2PbkQwbyw,https://youtu.be/3S2PbkQwbyw,#shorts | Big Blue Whale with drone&#39;s Footage | Biggest creature on Earth #whale,creativeCommon,True,video_0228.mp4,0:05,0:20
9CtUFzka0w0,https://youtu.be/9CtUFzka0w0,Whale Watching at Santa Cruise Island with Island Packers,creativeCommon,False,video_0229.mp4,,
23XFBi2tn20,https://youtu.be/23XFBi2tn20,I Saw Whales! | Monterey | California Travel Guide Highlights,creativeCommon,False,video_0230.mp4,,
szM2QHZaqMY,https://youtu.be/szM2QHZaqMY,Species at Risk in Atlantic Canada - Blue Whale,creativeCommon,False,video_0231.mp4,,
cGlbbXmUMKU,https://youtu.be/cGlbbXmUMKU,humpback.AVI,creativeCommon,True,video_0233.mp4,0:00,0:14
WJFV0Y48BW8,https://youtu.be/WJFV0Y48BW8,Stories from the Blue: Uncle Sol,creativeCommon,False,video_0234.mp4,,
V-kNc0wy4sw,https://youtu.be/V-kNc0wy4sw,Blue Whale Baleia Azul de 30 Metros,creativeCommon,False,video_0236.mp4,,
7pppjLPqT9g,https://youtu.be/7pppjLPqT9g,China 2019 - The Secret Life of Whales,creativeCommon,False,video_0237.mp4,,
tGgBXiNOEc8,https://youtu.be/tGgBXiNOEc8,"They Came Across A Giant Orca, On Closer Inspection, Something Didn’t Look Right",creativeCommon,True,video_0238.mp4,0:40,0:55
HLQO9tbuBk8,https://youtu.be/HLQO9tbuBk8,Port Stephens Private Tour for Whales Watching and Dunes,creativeCommon,True,video_0239.mp4,4:30,4:45
OEDiYTK1fes,https://youtu.be/OEDiYTK1fes,Your Earth is Blue: XL Catlin Seaview Survey in Hawaii,creativeCommon,False,video_0240.mp4,,
zCwSOpnwqZc,https://youtu.be/zCwSOpnwqZc,Dr Dave Lundquist on whale strandings,creativeCommon,False,video_0241.mp4,,
De9o63f3lCE,https://youtu.be/De9o63f3lCE,Blue Whale Facts: 23 facts about the Blue Whale,creativeCommon,False,video_0242.mp4,,
loyJhEcs7YM,https://youtu.be/loyJhEcs7YM,"Planet Dolphin Catamaran -Manuel Antonio,CR",creativeCommon,True,video_0243.mp4,0:49,0:56
VgXcUtZiURI,https://youtu.be/VgXcUtZiURI,Sydney Premium Whale Watching Cruise and Sydney Private Tour,creativeCommon,True,video_0244.mp4,1:45,2:00
4j-JsR8j2D8,https://youtu.be/4j-JsR8j2D8,Wild Dolphins Hawaii | Smart Dolphins | Cetacea and the Ocean - Sailing Aulani Aloha,creativeCommon,True,video_0245.mp4,4:10,4:25
iTj6pofVoiM,https://youtu.be/iTj6pofVoiM,"Whales,Dolphins,Seals Watching Cruise Port Stephens Australia",creativeCommon,True,video_0246.mp4,5:55,6:10
gU8uKUdrbbE,https://youtu.be/gU8uKUdrbbE,Plastic consequences on Whales and Dolphins? | WHALEZONE.TV S1E2,creativeCommon,False,video_0247.mp4,,
_u_WcMv_fdE,https://youtu.be/_u_WcMv_fdE,Your Earth Is Blue: Dolphins,creativeCommon,False,video_0248.mp4,,
cAHR6pO4TOc,https://youtu.be/cAHR6pO4TOc,Whale Watching - The Happy Whale in Byron Bay,creativeCommon,True,video_0249.mp4,6:15,6:30
KhHAFLsNaiM,https://youtu.be/KhHAFLsNaiM,G2 Humpback,creativeCommon,False,video_0250.mp4,,
L8maKFe5Em4,https://youtu.be/L8maKFe5Em4,Carving a Whale from Polystyrene / Styrofoam by Sculpture Studios,creativeCommon,False,video_0251.mp4,,
KN8cpRJn7tU,https://youtu.be/KN8cpRJn7tU,this is what is beggest whale in the world,creativeCommon,True,video_0252.mp4,4:34,4:49
7f8s6zVzpM0,https://youtu.be/7f8s6zVzpM0,150 Whales Beached in Australia | as Rescuers Fight | to Save Them,creativeCommon,False,video_0253.mp4,,
28GWJnuIEN4,https://youtu.be/28GWJnuIEN4,Whale almost knocking over standuppaddler!,creativeCommon,True,video_0254.mp4,0:13,0:28
11j1dvvmffM,https://youtu.be/11j1dvvmffM,Your Earth is Blue: Exploring an F6F Hellcat Fighter Wreck,creativeCommon,False,video_0255.mp4,,
_bsfYpM6kCs,https://youtu.be/_bsfYpM6kCs,22/01/02 Point Robinson humpback clip,creativeCommon,False,video_0256.mp4,,
wi3bfPTbojc,https://youtu.be/wi3bfPTbojc,"There Be Whales, Jim!",creativeCommon,True,video_0257.mp4,1:38,1:53
shAGY-ckut0,https://youtu.be/shAGY-ckut0,Iceberg Quest with NBC crew from NY,creativeCommon,False,video_0258.mp4,,
2fyj4fuc7QU,https://youtu.be/2fyj4fuc7QU,Doberman makes whale sounds!,creativeCommon,False,video_0260.mp4,,
09zqo1KtRxU,https://youtu.be/09zqo1KtRxU,Your Earth is Blue: Coral Reef Bleaching,creativeCommon,False,video_0261.mp4,,
tf8BBa1v5mc,https://youtu.be/tf8BBa1v5mc,Your Earth Is Blue: Stellwagen Bank and Monterey Bay,creativeCommon,True,video_0262.mp4,0:14,0:29
Fh2rekzElVQ,https://youtu.be/Fh2rekzElVQ,Whale washed up in Felixstowe,creativeCommon,False,video_0263.mp4,,
BAknViVphaw,https://youtu.be/BAknViVphaw,SYNTH BLOKIA DONT PASS IT UP ITS A JOURNEY,creativeCommon,False,video_0264.mp4,,
5yNbUEMtOsI,https://youtu.be/5yNbUEMtOsI,Your Earth Is Blue: Measuring Sound in Cordell Bank National Marine Sanctuary,creativeCommon,False,video_0265.mp4,,
iXjpyhdYxbg,https://youtu.be/iXjpyhdYxbg,Rock-rubbing bowhead whale,creativeCommon,False,video_0266.mp4,,
EJCSp-lg0AQ,https://youtu.be/EJCSp-lg0AQ,Risso&#39;s dolphins,creativeCommon,False,video_0267.mp4,,
f5g4HwDj7NA,https://youtu.be/f5g4HwDj7NA,Killer whale facts: 20 facts about Killer Whales,creativeCommon,False,video_0268.mp4,,
VOG_29JCX7w,https://youtu.be/VOG_29JCX7w,"Amazing Sperm Whales in São Miguel, Azores | TERRA AZUL™",creativeCommon,False,video_0269.mp4,,
Iwj79xnsCYE,https://youtu.be/Iwj79xnsCYE,Great White Shark Warns Irresponsible Scuba Diver,creativeCommon,False,video_0270.mp4,,
faPMXOUEIJA,https://youtu.be/faPMXOUEIJA,"Blue and Fin whales in São Miguel, Azores Islands | TERRA AZUL™",creativeCommon,False,video_0271.mp4,,
pRk8cCCo3JQ,https://youtu.be/pRk8cCCo3JQ,Interesting facts about long finned pilot whale by weird square,creativeCommon,False,video_0272.mp4,,
EYrPAZoLbUA,https://youtu.be/EYrPAZoLbUA,Natural Selection In Whales,creativeCommon,False,video_0273.mp4,,
7hS7F8vk_aI,https://youtu.be/7hS7F8vk_aI,Thrilling orca sighting off the KZN South Coast - Footage Credit - Rustin Naidoo/ First Lite,creativeCommon,False,video_0274.mp4,,
uhYgFsnvZh4,https://youtu.be/uhYgFsnvZh4,Your Earth Is Blue: Hawaiian Monk Seal,creativeCommon,False,video_0275.mp4,,
uGXpk4Nft6M,https://youtu.be/uGXpk4Nft6M,Your Earth Is Blue: Moray Eel,creativeCommon,False,video_0276.mp4,,
CiBMVY82KHA,https://youtu.be/CiBMVY82KHA,Kingfish Orca Liveaboard Norway,creativeCommon,False,video_0277.mp4,,
-OvA-hj1hfY,https://youtu.be/-OvA-hj1hfY,Lonely Whale VR,creativeCommon,False,video_0279.mp4,,
CyyMNtmu724,https://youtu.be/CyyMNtmu724,Stories from the Blue: Kimokeo Kapahulehua,creativeCommon,False,video_0280.mp4,,
SvZrcqFmSXM,https://youtu.be/SvZrcqFmSXM,Majestic sperm whale by Spray Art Eden,creativeCommon,False,video_0281.mp4,,
2AyJE_18eRQ,https://youtu.be/2AyJE_18eRQ,Devoted Humpback Mama Basking In The Warm Watter Of Tonga,creativeCommon,True,video_0282.mp4,0:00,0:15
bPq9nWZZHPM,https://youtu.be/bPq9nWZZHPM,Basking shark near Channel Islands National Marine Sanctuary,creativeCommon,False,video_0283.mp4,,
VVjPgqawT4Y,https://youtu.be/VVjPgqawT4Y,"CLOSE UP OF DEAD SPERM WHALE AT HUNSTANTON, NORFOLK - 25.01.2016",creativeCommon,False,video_0284.mp4,,
F_i4MRez4V8,https://youtu.be/F_i4MRez4V8,Spitting Cave and Whales Hawaii,creativeCommon,False,video_0285.mp4,,
73vPFnxN8U0,https://youtu.be/73vPFnxN8U0,"Killer Whales in the Wild, in São Miguel | Azores Whale Watching TERRA AZUL™",creativeCommon,False,video_0286.mp4,,
6bAhV6TiKVY,https://youtu.be/6bAhV6TiKVY,Bedtime story | The Whale Who Ate Everything,creativeCommon,False,video_0287.mp4,,
jqNfiGebw9E,https://youtu.be/jqNfiGebw9E,Shamu   FU  Killer Whale San Diego Accident,creativeCommon,False,video_0288.mp4,,
FkZ8ku4QSgk,https://youtu.be/FkZ8ku4QSgk,My TripAdvisor Discovery – Whale Watching in California,creativeCommon,True,video_0290.mp4,0:20,0:35
x6B6SsVjdNU,https://youtu.be/x6B6SsVjdNU,Antarctica 2020 – A photoPXL and Rockhopper Workshop,creativeCommon,True,video_0291.mp4,6:57,7:00
ssmZ07gMD9I,https://youtu.be/ssmZ07gMD9I,"CAGED (St. Mary&#39;s Bay, Nova Scotia Salmon Cages)",creativeCommon,True,video_0292.mp4,6:45,7:00
Vd5gKgcSu9c,https://youtu.be/Vd5gKgcSu9c,Turtle Talk: Leatherback Sea Turtles,creativeCommon,False,video_0293.mp4,,
4CkdF8D--Nk,https://youtu.be/4CkdF8D--Nk,Did we almost just get eaten by a crocodile?   [Ep.10],creativeCommon,False,video_0294.mp4,,
-86IlwcvG1c,https://youtu.be/-86IlwcvG1c,Sperm Whales / Cachalotes,creativeCommon,False,video_0295.mp4,,
4rm42Aev0_s,https://youtu.be/4rm42Aev0_s,Medieval Bestiary: The Whale,creativeCommon,False,video_0296.mp4,,
qxsk3FRnAT4,https://youtu.be/qxsk3FRnAT4,Devoted Humpback Mama Basking In The Warm Watter Of Tonga,creativeCommon,True,video_0297.mp4,0:00,0:15
o_ZyNm3cxFw,https://youtu.be/o_ZyNm3cxFw,SNESdrunk Plays Secret of Mana: Whale Lizard - PART 10,creativeCommon,False,video_0299.mp4,,
N6ieaNCC6rM,https://youtu.be/N6ieaNCC6rM,Humpback is dancing,creativeCommon,False,video_0300.mp4,,
4NxP1AA3FfA,https://youtu.be/4NxP1AA3FfA,"BHEL fish 😱 🐟 , fish short video",creativeCommon,False,video_0301.mp4,,
eDLuyJWT0Lg,https://youtu.be/eDLuyJWT0Lg,"Sei Whale (Balaenoptera borealis) in São Miguel, Azores Islands | TERRA AZUL™",creativeCommon,False,video_0302.mp4,,
Ojyqmw36PM0,https://youtu.be/Ojyqmw36PM0,Beluga Whales Video for Kids With FREE Activity Workbook Download!,creativeCommon,False,video_0303.mp4,,
bYhVe8zfMiU,https://youtu.be/bYhVe8zfMiU,"David Rothenberg - &#39;Bird, Whale, Bug&#39; concert",creativeCommon,False,video_0304.mp4,,
wM8Yzr_Jy1c,https://youtu.be/wM8Yzr_Jy1c,"Iceland Húsavík North Sailing Whale  Hunting by drone in ocean , whale watching tour",creativeCommon,True,video_0305.mp4,2:40,2:55
FdQ350wDcJU,https://youtu.be/FdQ350wDcJU,Largest baleen whale mass mortality event - PeerJ video abstract,creativeCommon,False,video_0307.mp4,,
y-2IoDaX160,https://youtu.be/y-2IoDaX160,Amazing Rural Fishing Video 🐟 Best Asian Fishing Technique 🐟 #shorts,creativeCommon,False,video_0308.mp4,,
vr8wWAtU9C8,https://youtu.be/vr8wWAtU9C8,What!! Baby whale wants to be pet! ► | Gray Whale watching - Baja Mexico EP10 - Live and Give 4x4,creativeCommon,False,video_0309.mp4,,
imBLLN3e_fs,https://youtu.be/imBLLN3e_fs,Killer Whale | Spray technique with acrylic by Spray Art Eden,creativeCommon,False,video_0310.mp4,,
3GLcWFVatXY,https://youtu.be/3GLcWFVatXY,Whale encounters and Fishing North QLD (Whale nearly hits Boat),creativeCommon,False,video_0311.mp4,,
8Q9GDw3-k3U,https://youtu.be/8Q9GDw3-k3U,Surfer got surprise visit by blue whales🐳🐳 #bluewhale #surfers #whale #shorts #viralshorts,creativeCommon,False,video_0312.mp4,,
9OfFDORrBUI,https://youtu.be/9OfFDORrBUI,Devoted humpback mama basking in the warm water of Tonga,creativeCommon,True,video_0313.mp4,0:00,0:15
zlBSiILunKU,https://youtu.be/zlBSiILunKU,Humpback in Resurrection Bay,creativeCommon,True,video_0314.mp4,0:00,0:06
mfL1FcMaf6c,https://youtu.be/mfL1FcMaf6c,How To Animate A Whale In 5 Minutes In Cinema4D - Quick Tutorial,creativeCommon,False,video_0315.mp4,,
GrWpwOSGZBs,https://youtu.be/GrWpwOSGZBs,"Cara a cara com a baleia, jubarte, será ??",creativeCommon,True,video_0317.mp4,0:00,0:13
Mpt3K8t7h2o,https://youtu.be/Mpt3K8t7h2o,Seabird and Whale Tales 2015 by Debbie Plume,creativeCommon,True,video_0318.mp4,2:55,3:10
tfvF6OWu0hM,https://youtu.be/tfvF6OWu0hM,whale sound (2021) #shorts# amazing sound wanle,creativeCommon,False,video_0319.mp4,,
I8xqtZF79v8,https://youtu.be/I8xqtZF79v8,An Animal With 150000 KG Body Weight.#shorts,creativeCommon,False,video_0320.mp4,,
Lu72L6gVBdQ,https://youtu.be/Lu72L6gVBdQ,viral video see fish🐋🐬🐬,creativeCommon,False,video_0321.mp4,,
waLRDbbrUu4,https://youtu.be/waLRDbbrUu4,WHAT IS THIS? #SHORTS,creativeCommon,True,video_0323.mp4,0:00,0:12
soz7B8qy7fk,https://youtu.be/soz7B8qy7fk,king whale (2021) #shorts,creativeCommon,False,video_0324.mp4,,
QZNvqlanoio,https://youtu.be/QZNvqlanoio,Whales morning,creativeCommon,True,video_0325.mp4,0:40,0:55
OgKur4hpBmY,https://youtu.be/OgKur4hpBmY,Sydney Whale Watching,creativeCommon,True,video_0326.mp4,0:15,0:30
lQlAPb2nxvI,https://youtu.be/lQlAPb2nxvI,king whale (2021) #shorts,creativeCommon,True,video_0327.mp4,0:00,0:15
vUkK0gXXTgA,https://youtu.be/vUkK0gXXTgA,king whale (2021) #shorts,creativeCommon,True,video_0328.mp4,0:00,0:15
UcI5kd9oiaY,https://youtu.be/UcI5kd9oiaY,king whale (2021) #shorts,creativeCommon,True,video_0329.mp4,0:00,0:13
fdmcWj-KE-0,https://youtu.be/fdmcWj-KE-0,Playful Dolphins,creativeCommon,True,video_0330.mp4,0:00,0:15
ad660PBROXE,https://youtu.be/ad660PBROXE,Follow for more video       #reels  #explorepage #explore #youradventuregram #nature #sea #ocean,creativeCommon,True,video_0331.mp4,0:00,0:07
vhTtbLfnjaI,https://youtu.be/vhTtbLfnjaI,The Best Whale compilation! Stunning! Swim with the whales,creativeCommon,True,video_0332.mp4,3:00,3:15
TA-eEiIPbYk,https://youtu.be/TA-eEiIPbYk,Baleine à bosse au Prêcheur en 2015,creativeCommon,True,video_0333.mp4,0:00,0:13
rHodTbB-s2w,https://youtu.be/rHodTbB-s2w,amazing videos | 😲😲😯👍,creativeCommon,True,video_0334.mp4,0:15,0:30
os2SlpNa53g,https://youtu.be/os2SlpNa53g,Beautiful whale song,creativeCommon,True,video_0335.mp4,0:00,0:15
ks6qaJBu-D4,https://youtu.be/ks6qaJBu-D4,DELFIN,creativeCommon,False,video_0336.mp4,,
Lt6NIPvGv7E,https://youtu.be/Lt6NIPvGv7E,Follow for more video       #reels  #explorepage #explore #youradventuregram #nature #sea #ocean,creativeCommon,True,video_0337.mp4,0:00,0:07
z8zX3Hi9m0Y,https://youtu.be/z8zX3Hi9m0Y,Whale watching at Digby Canada | Digby Nova Scotia | Bay of Fundy,creativeCommon,False,video_0338.mp4,,
5vJ2wP3v4qA,https://youtu.be/5vJ2wP3v4qA,Whale Watching Maui 2020 With Pacific Whale Foundation Hawaii,creativeCommon,True,video_0339.mp4,1:05,1:20
C94uYBtnHd0,https://youtu.be/C94uYBtnHd0,king whale (2021) #shorts,creativeCommon,True,video_0340.mp4,0:00,0:15
MUSDnCjnQh8,https://youtu.be/MUSDnCjnQh8,21 WHALES,creativeCommon,True,video_0341.mp4,7:35,7:50
Bju8uJVn5h0,https://youtu.be/Bju8uJVn5h0,whale time,creativeCommon,True,video_0342.mp4,3:45,4:00
BWRHCnqPIxs,https://youtu.be/BWRHCnqPIxs,whale sound (2021) #shorts# amazing sound wanle,creativeCommon,False,video_0343.mp4,,
kchIVHuCSmk,https://youtu.be/kchIVHuCSmk,Whale season is open !,creativeCommon,False,video_0344.mp4,,
Rfu7-Fa1H6A,https://youtu.be/Rfu7-Fa1H6A,Sitisfying Mix #asmr​ #oddly​ satisfying #satisfying​ #shorts,creativeCommon,True,video_0345.mp4,0:00,0:13
5uyhW8t8Rrs,https://youtu.be/5uyhW8t8Rrs,Whale Watching - On The Bar Harbor Whale Watch Tour,creativeCommon,True,video_0346.mp4,2:42,2:57
xTnB5qm1JQg,https://youtu.be/xTnB5qm1JQg,Stunning Beautiful Amazing Words Just Don&#39;t Do It Ustice,creativeCommon,False,video_0347.mp4,,
4EmhKIz6aKY,https://youtu.be/4EmhKIz6aKY,Dreamer the Dark Whale,creativeCommon,False,video_0348.mp4,,
GPQL8QDRcd4,https://youtu.be/GPQL8QDRcd4,"Underwater Mother &amp; Calf Humpbacks Maui, Hawaii",creativeCommon,True,video_0349.mp4,0:25,0:40
ReTPJQOvdW4,https://youtu.be/ReTPJQOvdW4,New video whale jumping,creativeCommon,True,video_0350.mp4,1:00,1:15
RaO78zpLE28,https://youtu.be/RaO78zpLE28,whale safari Skjervøy,creativeCommon,False,video_0352.mp4,,
84ZX_joirqY,https://youtu.be/84ZX_joirqY,Best Asian Fishing Video 🐟 Amazing Fishing  #shorts #fish #fishing #tiktok,creativeCommon,True,video_0353.mp4,0:00,0:11
mCI6gYzcePI,https://youtu.be/mCI6gYzcePI,Southern Right Whales,creativeCommon,False,video_0354.mp4,,
eWasRoRfQlk,https://youtu.be/eWasRoRfQlk,WHALE CHASING,creativeCommon,True,video_0355.mp4,4:08,4:23
9JPOjPQnRgI,https://youtu.be/9JPOjPQnRgI,Whale amazing beautiful nature with global music,creativeCommon,False,video_0356.mp4,,
4gkBL4DheXY,https://youtu.be/4gkBL4DheXY,wow activity animal in the world #shorts 2022-2023,creativeCommon,True,video_0357.mp4,0:00,0:12
NibxfMBtnZw,https://youtu.be/NibxfMBtnZw,whale sound (2021) #shorts# amazing sound wanle,creativeCommon,False,video_0358.mp4,,
RhiuKok0QS0,https://youtu.be/RhiuKok0QS0,#Covididiots Durdle Door Jumpers before the accident 30.05.20 Cliff Jump #tombstoning,creativeCommon,False,video_0359.mp4,,
pTB-Q3ke4QA,https://youtu.be/pTB-Q3ke4QA,WHALE SHARK SPRAY PAINT ART by Spray Art Eden スプレーペイントアートエデン,creativeCommon,False,video_0361.mp4,,
jyy4XzpOULU,https://youtu.be/jyy4XzpOULU,Bubble Rings vs Whale Shark,creativeCommon,False,video_0362.mp4,,
802iuIJ5WzA,https://youtu.be/802iuIJ5WzA,Whale between Napasoq and Atammik,creativeCommon,True,video_0363.mp4,0:45,1:00
nPYp6-h6_zE,https://youtu.be/nPYp6-h6_zE,What is CHARISMATIC MEGAFAUNA? What does CHARISMATIC MEGAFAUNA mean?,creativeCommon,False,video_0364.mp4,,
H-ILCKpD4lY,https://youtu.be/H-ILCKpD4lY,Listening to Orcas off Vancouver Island with a Hydrophone,creativeCommon,False,video_0365.mp4,,
4aqHe52WEHE,https://youtu.be/4aqHe52WEHE,Name the interaction between a whale and the barnacles growing on its back.,creativeCommon,False,video_0366.mp4,,
SQW7mTY0e70,https://youtu.be/SQW7mTY0e70,145 pilot whales dead after mass stranding on Stewart Island,creativeCommon,False,video_0367.mp4,,
ptDOe8ffg-8,https://youtu.be/ptDOe8ffg-8,Whale Tuba!!,creativeCommon,False,video_0368.mp4,,
pTs_4u97OoE,https://youtu.be/pTs_4u97OoE,What is SPINDLE NEURON? What does SPINDLE NEURON mean? SPINDLE NEURON meaning &amp; explanation,creativeCommon,False,video_0369.mp4,,
UF1uVtklwnA,https://youtu.be/UF1uVtklwnA,Knölvalen i fiskdammen,creativeCommon,False,video_0370.mp4,,
3_VrVM2YOzg,https://youtu.be/3_VrVM2YOzg,Grey whale mother between the boats - Laguna Ojo de Liebre 0 Thore Noernberg Whale Watching,creativeCommon,False,video_0371.mp4,,
2cKovaSemkg,https://youtu.be/2cKovaSemkg,WHALE Diving Silicone Mask from Gearbest.com,creativeCommon,False,video_0372.mp4,,
iI1voQK_wO4,https://youtu.be/iI1voQK_wO4,Whale Stranding Rescue Effort 9-1-12 Full Version,creativeCommon,False,video_0373.mp4,,
SYYJVlxrw0I,https://youtu.be/SYYJVlxrw0I,Loch Ness Monster Mystery SOLVED?,creativeCommon,False,video_0375.mp4,,
mV9mN0I1DDg,https://youtu.be/mV9mN0I1DDg,Sky Whale 🐋  / Acrylic Painting For Beginners / Step By Step #253 / Satisfying Art ASMR,creativeCommon,False,video_0376.mp4,,
UMcE4tc6LSE,https://youtu.be/UMcE4tc6LSE,Your Earth Is Blue: Coral Bleaching,creativeCommon,False,video_0377.mp4,,
GyTW0WVHOHI,https://youtu.be/GyTW0WVHOHI,Mozambique: Whale shark near Barra Beach,creativeCommon,False,video_0378.mp4,,
Inbit6wNU0k,https://youtu.be/Inbit6wNU0k,TOP SHOTS 6: Lo Mejor de la Ciencia Reciente,creativeCommon,False,video_0379.mp4,,
EwVD8iiHdm0,https://youtu.be/EwVD8iiHdm0,The Whales Are Gathering (improvised) | Song A Day #4602,creativeCommon,False,video_0380.mp4,,
GMQbQZ_lcUY,https://youtu.be/GMQbQZ_lcUY,John Dumas on Digeridoo Celebration Whales,creativeCommon,False,video_0381.mp4,,
RLqmMt_eR_M,https://youtu.be/RLqmMt_eR_M,AMAZING Swimming With WHALE SHARKS ~ Must Do in La Paz // Truck Camper Living in Baja // CtW S2 E26,creativeCommon,False,video_0382.mp4,,
rBjkAATYwYM,https://youtu.be/rBjkAATYwYM,நியூசவுத் வேல்ஸ் பகுதியில் தென்பட்ட 100 திமிங்கலங்கள் | Blue Whale,creativeCommon,True,video_0383.mp4,0:05,0:20
oTuPSptpvEw,https://youtu.be/oTuPSptpvEw,Un baleineau vient a notre rencontre,creativeCommon,True,video_0384.mp4,0:00,0:15
b4EDoK6A-pU,https://youtu.be/b4EDoK6A-pU,How to Draw a whale,creativeCommon,False,video_0386.mp4,,
WZrqC0pRKrs,https://youtu.be/WZrqC0pRKrs,How to draw a blue whale,creativeCommon,False,video_0387.mp4,,
qu3Wz1zploc,https://youtu.be/qu3Wz1zploc,How to draw a whale,creativeCommon,False,video_0389.mp4,,
c54SjBDshec,https://youtu.be/c54SjBDshec,Cheapest Place for Shopping in Iceland | Whale watching tour - Reykjavik,creativeCommon,False,video_0390.mp4,,
Z4YaphCbNcw,https://youtu.be/Z4YaphCbNcw,Honorary doctorate 2021: Prof. Peter L. Tyack (Faculty of Natural Sciences and Technical Sciences),creativeCommon,True,video_0391.mp4,0:40,0:55
JfG_sPCQVO0,https://youtu.be/JfG_sPCQVO0,7  Vanessa Pirotta   Australia   Famelab Final 2018,creativeCommon,False,video_0392.mp4,,
j0i5JVsooXU,https://youtu.be/j0i5JVsooXU,WATCH THIS! Orcas and White Shark IN South Australia!,creativeCommon,False,video_0393.mp4,,
baI-Tb0Qsrc,https://youtu.be/baI-Tb0Qsrc,दुनिया का सबसे intelligent मछली | Amazing Facts in Hindi | #shorts,creativeCommon,False,video_0394.mp4,,
2_xHUYgnzFI,https://youtu.be/2_xHUYgnzFI,How many teeth does a Blue whale has?,creativeCommon,False,video_0395.mp4,,
CuBF8n7dMD4,https://youtu.be/CuBF8n7dMD4,Swim with giant whale shark: Australia 🇦🇺 Ningaloo,creativeCommon,False,video_0396.mp4,,
05cM_7MeURo,https://youtu.be/05cM_7MeURo,Sailing Ocean Documentary| Dolphin Slaughter - Ocean Conservation SV AulaniAloha,creativeCommon,False,video_0397.mp4,,
kbJRxqIgEZ4,https://youtu.be/kbJRxqIgEZ4,Scientists Discover |  Different Kind of Killer Whale Off Chile,creativeCommon,False,video_0398.mp4,,
DIpxkm5UzDM,https://youtu.be/DIpxkm5UzDM,Animated Whale by Animal Makers,creativeCommon,False,video_0399.mp4,,
q2m2rUhrfm8,https://youtu.be/q2m2rUhrfm8,Channel Islands National Marine Sanctuary Overview,creativeCommon,True,video_0401.mp4,3:00,3:15
sIppbN0Fhf0,https://youtu.be/sIppbN0Fhf0,تعليم اللغة الانجليزية موضوع عن الحوت whale,creativeCommon,False,video_0402.mp4,,
NCLpa6hQx-s,https://youtu.be/NCLpa6hQx-s,"Whales.#Киты -великаны,их величие.",creativeCommon,True,video_0403.mp4,0:05,0:20
q9P2tBTjTbE,https://youtu.be/q9P2tBTjTbE,Cartoon | Chicken Stew | English | 392 | Whale Buddy Back To The Sea,creativeCommon,False,video_0404.mp4,,
mmcvGpFJKhE,https://youtu.be/mmcvGpFJKhE,"Barra De Potosi, Mexico 1080HD",creativeCommon,False,video_0405.mp4,,
QUsoByNEuHU,https://youtu.be/QUsoByNEuHU,"Plavanje z morskimi psi kitovci (Whale Shark) - Oslob, FIlipini",creativeCommon,False,video_0406.mp4,,
OPxiPC8_piI,https://youtu.be/OPxiPC8_piI,Orcas with the Mackays of Port McNeill (HD),creativeCommon,False,video_0407.mp4,,
eeBJ3e4GzKE,https://youtu.be/eeBJ3e4GzKE,Clash of Clans - A WHALE FAIL!,creativeCommon,False,video_0408.mp4,,
ZG7k-wf95DU,https://youtu.be/ZG7k-wf95DU,Bar Harbor Maine Must Do - Virtual Tour -  Best Thing to Do in Bar Harbor Maine - Shore Path Trail,creativeCommon,False,video_0409.mp4,,
